Train set: 3007
Test set: 1593
Masukkan nilai dari k: > predicted='1', actual='1'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='1', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='1', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='1', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='1', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='1', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='1', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='1', actual='0'
> predicted='1', actual='0'
> predicted='0', actual='0'
> predicted='1', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='1', actual='0'
> predicted='1', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='1', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='1', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='1', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='1', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='1', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='1', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='1', actual='0'
> predicted='0', actual='0'
> predicted='1', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='1', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='1', actual='0'
> predicted='0', actual='0'
> predicted='1', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='1', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='1', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='1', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='1', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='1', actual='0'
> predicted='0', actual='0'
> predicted='1', actual='0'
> predicted='0', actual='0'
> predicted='1', actual='0'
> predicted='1', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='1', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='1', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='1', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='1', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='1', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='1', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='1', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='1', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='1', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='1', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='1', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='1', actual='0'
> predicted='0', actual='0'
> predicted='1', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='1', actual='0'
> predicted='0', actual='0'
> predicted='1', actual='0'
> predicted='0', actual='0'
> predicted='1', actual='0'
> predicted='1', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='1', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='1', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='1', actual='0'
> predicted='0', actual='0'
> predicted='1', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='1', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='1', actual='0'
> predicted='0', actual='0'
> predicted='1', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='1', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='1', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='1', actual='0'
> predicted='1', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='1', actual='0'
> predicted='1', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='1', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='1', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='1', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
> predicted='0', actual='0'
Accuracy: 82.54865034526051%
